# Data Source: Yahoo Finance API (https://finance.yahoo.com/)
Price,CBOE SKEW Index,CBOE Volatility Index (VIX),Crude Oil Volatility Index (OVX),SKEW/VIX Ratio
2012-05-08,117.2300033569336,19.049999237060547,29.059999465942383,6.153806196950925
2012-05-09,115.05000305175781,20.079999923706055,29.270000457763672,5.729581847056286
2012-05-10,115.11000061035156,18.829999923706055,28.610000610351562,6.113117423087913
2012-05-11,114.69999694824219,19.889999389648438,28.790000915527344,5.766716966715279
2012-05-14,119.18000030517578,21.8700008392334,30.959999084472656,5.449473970361007
2012-05-15,120.04000091552734,21.969999313354492,32.130001068115234,5.46381450465321
2012-05-16,118.47000122070312,22.270000457763672,31.479999542236328,5.319712563337762
2012-05-17,119.54000091552734,24.489999771118164,32.619998931884766,4.881176073202935
2012-05-18,119.27999877929688,25.100000381469727,33.18000030517578,4.752191114202383
2012-05-21,119.55999755859375,22.010000228881836,30.010000228881836,5.432076161530676
2012-05-22,119.30999755859375,22.479999542236328,29.75,5.307384341108607
2012-05-23,119.5199966430664,22.329999923706055,30.899999618530273,5.352440530740045
2012-05-24,120.63999938964844,21.540000915527344,30.1200008392334,5.600742537698027
2012-05-25,120.37999725341797,21.760000228881836,30.190000534057617,5.532168933235523
2012-05-29,122.38999938964844,21.030000686645508,30.719999313354492,5.819781045816544
2012-05-30,118.54000091552734,24.139999389648438,33.31999969482422,4.910522117343504
2012-05-31,119.31999969482422,24.059999465942383,34.790000915527344,4.959268592824579
2012-06-01,116.3499984741211,26.65999984741211,41.630001068115234,4.364216021757224
2012-06-04,116.66000366210938,26.1200008392334,38.58000183105469,4.466309338201891
2012-06-05,117.06999969482422,24.68000030517578,36.66999816894531,4.7435169468078495
2012-06-06,119.66000366210938,22.15999984741211,35.58000183105469,5.399819697024209
2012-06-07,120.01000213623047,21.719999313354492,36.900001525878906,5.525322556637587
2012-06-08,122.08999633789062,21.229999542236328,37.56999969482422,5.750824256731468
2012-06-11,119.27999877929688,23.559999465942383,42.310001373291016,5.062818399114329
2012-06-12,121.81999969482422,22.09000015258789,39.45000076293945,5.514712487702393
2012-06-13,120.37000274658203,24.270000457763672,39.06999969482422,4.959620950813669
2012-06-14,115.05000305175781,21.68000030517578,36.189998626708984,5.306734383407334
2012-06-15,126.08000183105469,21.110000610351562,36.279998779296875,5.97252478378564
2012-06-18,121.19999694824219,18.31999969482422,35.040000915527344,6.615720467641913
2012-06-19,123.08999633789062,18.3799991607666,32.91999816894531,6.696953316550464
2012-06-20,122.05999755859375,17.239999771118164,34.65999984741211,7.080046356095577
2012-06-21,118.4000015258789,20.079999923706055,37.52000045776367,5.896414441022889
2012-06-22,116.37000274658203,18.110000610351562,35.08000183105469,6.42573157507602
2012-06-25,116.29000091552734,20.3799991607666,36.84000015258789,5.706084676362325
2012-06-26,114.69000244140625,19.719999313354492,34.41999816894531,5.815923247205062
2012-06-27,115.8499984741211,19.450000762939453,33.45000076293945,5.956297888422953
2012-06-28,116.9000015258789,19.709999084472656,34.58000183105469,5.930999845554107
2012-06-29,119.08999633789062,17.079999923706055,35.0,6.9724822523330685
2012-07-02,118.88999938964844,16.799999237060547,36.380001068115234,7.07678599933379
2012-07-03,118.33000183105469,16.65999984741211,36.380001068115234,7.1026412313824565
2012-07-05,117.91000366210938,17.5,38.220001220703125,6.737714494977679
2012-07-06,118.44999694824219,17.100000381469727,37.5099983215332,6.926900251803477
2012-07-09,119.62000274658203,17.979999542236328,37.279998779296875,6.6529480418275835
2012-07-10,119.33999633789062,18.719999313354492,37.68000030517578,6.375000038208107
2012-07-11,117.30000305175781,17.950000762939453,35.970001220703125,6.534818833765276
2012-07-12,116.12999725341797,18.329999923706055,34.459999084472656,6.335515424810662
2012-07-13,119.12999725341797,16.739999771118164,33.86000061035156,7.116487388426085
2012-07-16,115.08999633789062,17.110000610351562,34.0099983215332,6.7264752911967225
2012-07-17,117.22000122070312,16.479999542236328,35.36000061035156,7.1128643493151715
2012-07-18,116.58999633789062,16.15999984741211,34.93000030517578,7.2147275642803645
2012-07-19,114.19000244140625,15.449999809265137,36.7400016784668,7.3909387605900285
2012-07-20,116.5199966430664,16.270000457763672,35.33000183105469,7.161646795619218
2012-07-23,120.26000213623047,18.6200008392334,37.22999954223633,6.45864644016749
2012-07-24,119.12999725341797,20.469999313354492,36.27000045776367,5.81973626035729
2012-07-25,118.58000183105469,19.34000015258789,34.86000061035156,6.13133406905312
2012-07-26,116.91999816894531,17.530000686645508,34.099998474121094,6.669708704462053
2012-07-27,114.4000015258789,16.700000762939453,32.9900016784668,6.8502991796117
2012-07-30,114.86000061035156,18.030000686645508,33.09000015258789,6.370493412982855
2012-07-31,113.98999786376953,18.93000030517578,34.529998779296875,6.021658532810628
2012-08-01,114.58999633789062,18.959999084472656,33.97999954223633,6.043776469996479
2012-08-02,114.3499984741211,17.56999969482422,33.599998474121094,6.508252729668879
2012-08-03,120.25,15.640000343322754,33.22999954223633,7.688618757053852
2012-08-06,114.79000091552734,15.949999809265137,32.06999969482422,7.196865347223854
2012-08-07,113.55000305175781,15.989999771118164,32.150001525878906,7.1013136133282995
2012-08-08,115.36000061035156,15.319999694824219,31.420000076293945,7.530026299499558
2012-08-09,119.83999633789062,15.279999732971191,30.780000686645508,7.842931834566713
2012-08-10,117.88999938964844,14.739999771118164,30.59000015258789,7.9979648046293965
2012-08-13,121.6500015258789,13.699999809265137,29.450000762939453,8.879562278797154
2012-08-14,122.05000305175781,14.850000381469727,29.84000015258789,8.218855213233223
2012-08-15,119.88999938964844,14.630000114440918,31.18000030517578,8.194805088983419
2012-08-16,121.94000244140625,14.289999961853027,31.729999542236328,8.533240221618161
2012-08-17,123.79000091552734,13.449999809265137,31.190000534057617,9.20371767070611
2012-08-20,125.83999633789062,14.020000457763672,30.5,8.97574837582875
2012-08-21,129.99000549316406,15.020000457763672,30.639999389648438,8.654460821003083
2012-08-22,125.31999969482422,15.109999656677246,31.06999969482422,8.293845303923893
2012-08-23,122.41000366210938,15.960000038146973,31.760000228881836,7.669799709870285
2012-08-24,123.73999786376953,15.180000305175781,32.0099983215332,8.15151484691203
2012-08-27,121.52999877929688,16.350000381469727,33.41999816894531,7.433027274851498
2012-08-28,120.27999877929688,16.489999771118164,33.060001373291016,7.2941176742745855
2012-08-29,120.55000305175781,17.059999465942383,32.59000015258789,7.066237211344409
2012-08-30,119.0,17.829999923706055,31.950000762939453,6.6741447285023465
2012-08-31,120.77999877929688,17.469999313354492,31.399999618530273,6.913566315195543
2012-09-04,119.58999633789062,17.979999542236328,33.61000061035156,6.651279164772225
2012-09-05,120.48999786376953,17.739999771118164,33.63999938964844,6.791995457628744
2012-09-06,119.30999755859375,15.600000381469727,34.06999969482422,7.648076579556671
2012-09-07,120.69999694824219,14.380000114440918,32.77000045776367,8.393601946291424
2012-09-10,122.37000274658203,16.280000686645508,32.709999084472656,7.5165846182649245
2012-09-11,122.81999969482422,16.40999984741211,32.380001068115234,7.484460745695448
2012-09-12,123.37999725341797,15.800000190734863,33.33000183105469,7.808860491392154
2012-09-13,115.69000244140625,14.050000190734863,32.959999084472656,8.234163763050828
2012-09-14,117.26000213623047,14.510000228881836,34.06999969482422,8.081323245111122
2012-09-17,122.69000244140625,14.59000015258789,35.63999938964844,8.409184452245821
2012-09-18,127.37999725341797,14.180000305175781,35.810001373291016,8.983074366149593
2012-09-19,122.44000244140625,13.880000114440918,36.58000183105469,8.821325751576774
2012-09-20,128.02999877929688,14.069999694824219,33.58000183105469,9.099502598169488
2012-09-21,130.60000610351562,13.979999542236328,33.209999084472656,9.34191776680302
2012-09-24,129.1199951171875,14.149999618530273,34.22999954223633,9.125088240150701
2012-09-25,125.44999694824219,15.430000305175781,34.349998474121094,8.130265357555547
2012-09-26,124.05999755859375,16.809999465942383,35.130001068115234,7.380130963712606
2012-09-27,127.55999755859375,14.84000015258789,33.04999923706055,8.595687078638544
2012-09-28,125.87000274658203,15.729999542236328,32.45000076293945,8.001907591199277
2012-10-01,128.1699981689453,16.31999969482422,32.869998931884766,7.853553956229153
2012-10-02,127.0999984741211,15.710000038146973,32.529998779296875,8.090388170941901
2012-10-03,125.4000015258789,15.430000305175781,35.150001525878906,8.127025213590903
2012-10-04,120.38999938964844,14.550000190734863,33.38999938964844,8.274226653708931
2012-10-05,123.8499984741211,14.329999923706055,32.7599983215332,8.64270754595306
2012-10-08,122.05999755859375,15.109999656677246,34.04999923706055,8.078093999469704
2012-10-09,121.20999908447266,16.3700008392334,34.5,7.404397854028997
2012-10-10,120.45999908447266,16.290000915527344,35.09000015258789,7.394720215739969
2012-10-11,120.83000183105469,15.59000015258789,34.52000045776367,7.7504811192062295
2012-10-12,120.97000122070312,16.139999389648438,33.689998626708984,7.495043729573406
2012-10-15,122.44999694824219,15.270000457763672,33.84000015258789,8.01899104632871
2012-10-16,122.5199966430664,15.220000267028809,33.540000915527344,8.049933935184109
2012-10-17,124.94999694824219,15.069999694824219,32.25,8.291307198311104
2012-10-18,124.58000183105469,15.029999732971191,30.829999923706055,8.288756090777868
2012-10-19,125.38999938964844,17.059999465942383,31.90999984741211,7.349941577663583
2012-10-22,122.98999786376953,16.6200008392334,33.130001068115234,7.400119834737775
2012-10-23,120.16000366210938,18.829999923706055,34.279998779296875,6.381306646254086
2012-10-24,119.33000183105469,18.329999923706055,33.61000061035156,6.51009287112577
2012-10-25,120.88999938964844,18.1200008392334,32.27000045776367,6.671633211401271
2012-10-26,119.30999755859375,17.809999465942383,32.209999084472656,6.699045543866932
2012-10-31,115.04000091552734,18.600000381469727,32.18000030517578,6.184946158933205
2012-11-01,117.8499984741211,16.690000534057617,31.290000915527344,7.06111412241338
2012-11-02,115.77999877929688,17.59000015258789,32.41999816894531,6.582148821770362
2012-11-05,115.5199966430664,18.420000076293945,32.099998474121094,6.2714438742993055
2012-11-06,116.33999633789062,17.579999923706055,32.02000045776367,6.617747260681722
2012-11-07,116.0999984741211,19.079999923706055,33.97999954223633,6.084905604735983
2012-11-08,116.69000244140625,18.489999771118164,33.5099983215332,6.31097911767846
2012-11-09,115.4000015258789,18.610000610351562,31.540000915527344,6.2009671005432
2012-11-12,114.2300033569336,16.68000030517578,30.0,6.848321418884398
2012-11-13,114.80999755859375,16.649999618530273,31.270000457763672,6.89549550684784
2012-11-14,113.2300033569336,17.920000076293945,31.5,6.3186385532845835
2012-11-15,113.6500015258789,17.989999771118164,30.540000915527344,6.317398719945343
2012-11-16,115.8499984741211,16.40999984741211,31.100000381469727,7.059719655779941
2012-11-19,113.45999908447266,15.239999771118164,30.969999313354492,7.444881941500715
2012-11-20,117.25,15.079999923706055,29.829999923706055,7.775198978328953
2012-11-21,116.62000274658203,15.3100004196167,29.489999771118164,7.617243602237715
2012-11-23,117.81999969482422,15.140000343322754,29.489999771118164,7.782034149476541
2012-11-26,116.95999908447266,15.5,29.3799991607666,7.5458063925466226
2012-11-27,116.6500015258789,15.920000076293945,28.649999618530273,7.32726136726465
2012-11-28,116.12000274658203,15.510000228881836,28.690000534057617,7.486782787427043
2012-11-29,117.3499984741211,15.0600004196167,28.280000686645508,7.79216435620178
2012-11-30,117.06999969482422,15.869999885559082,27.6200008392334,7.376811628168451
2012-12-03,115.9800033569336,16.639999389648438,28.389999389648438,6.9699523804720505
2012-12-04,115.30999755859375,17.1200008392334,28.84000015258789,6.735396723482703
2012-12-05,114.55000305175781,16.459999084472656,29.1299991607666,6.959295833729249
2012-12-06,115.73999786376953,16.579999923706055,29.889999389648438,6.9806995413965405
2012-12-07,115.2300033569336,15.899999618530273,29.649999618530273,7.247170196321361
2012-12-10,114.7699966430664,16.049999237060547,30.31999969482422,7.150778946958117
2012-12-11,115.91999816894531,15.569999694824219,29.940000534057617,7.445086733526363
2012-12-12,116.48999786376953,15.949999809265137,29.1299991607666,7.303448229265939
2012-12-13,116.23999786376953,16.559999465942383,29.6299991607666,7.019323768870342
2012-12-14,118.91999816894531,17.0,29.31999969482422,6.995294009937959
2012-12-17,118.05999755859375,16.34000015258789,28.950000762939453,7.225213981402301
2012-12-18,117.86000061035156,15.569999694824219,28.559999465942383,7.569685479796804
2012-12-19,120.76000213623047,17.360000610351562,27.639999389648438,6.956221076641133
2012-12-20,124.47000122070312,17.670000076293945,27.610000610351562,7.044142653269819
2012-12-21,127.08000183105469,17.84000015258789,28.8799991607666,7.12331842736113
2012-12-24,124.47000122070312,17.84000015258789,28.8799991607666,6.977017945969433
2012-12-26,122.18000030517578,19.479999542236328,28.729999542236328,6.272074085025844
2012-12-27,119.5999984741211,19.469999313354492,28.079999923706055,6.142783908168262
2012-12-28,118.37999725341797,22.719999313354492,28.8799991607666,5.210387360524078
2012-12-31,121.2699966430664,18.020000457763672,28.450000762939453,6.729744370834291
2013-01-02,121.7699966430664,14.680000305175781,27.799999237060547,8.294958726951355
2013-01-03,117.93000030517578,14.5600004196167,26.829999923706055,8.099587699619061
2013-01-04,115.52999877929688,13.829999923706055,26.030000686645508,8.353579133523093
2013-01-07,116.77999877929688,13.789999961853027,25.040000915527344,8.468455337370763
2013-01-08,118.1500015258789,13.619999885559082,24.299999237060547,8.674743209884323
2013-01-09,117.88999938964844,13.8100004196167,24.600000381469727,8.536567400982056
2013-01-10,118.52999877929688,13.489999771118164,24.59000015258789,8.786508583422467
2013-01-11,119.13999938964844,13.359999656677246,24.56999969482422,8.91766485413815
2013-01-14,117.19000244140625,13.520000457763672,25.719999313354492,8.667899295381423
2013-01-15,120.9000015258789,13.550000190734863,25.700000762939453,8.922509212106666
2013-01-16,120.12999725341797,13.420000076293945,24.389999389648438,8.951564573060192
2013-01-17,120.52999877929688,13.569999694824219,23.989999771118164,8.882092961672551
2013-01-18,124.79000091552734,12.460000038146973,21.979999542236328,10.015248838962755
2013-01-22,126.7300033569336,12.430000305175781,21.670000076293945,10.19549479046786
2013-01-23,126.58000183105469,12.460000038146973,22.75,10.158908623075689
2013-01-24,125.47000122070312,12.6899995803833,22.479999542236328,9.88731326789479
2013-01-25,124.70999908447266,12.890000343322754,22.520000457763672,9.674941486644306
2013-01-28,122.94999694824219,13.569999694824219,22.979999542236328,9.060427392281886
2013-01-29,123.94999694824219,13.3100004196167,22.969999313354492,9.31254643430069
2013-01-30,121.91999816894531,14.319999694824219,22.8799991607666,8.513966534022465
2013-01-31,121.63999938964844,14.279999732971191,22.540000915527344,8.518207399457648
2013-02-01,122.55000305175781,12.899999618530273,22.399999618530273,9.500000517497707
2013-02-04,122.5999984741211,14.670000076293945,23.959999084472656,8.357191399898976
2013-02-05,123.22000122070312,13.720000267028809,23.059999465942383,8.981049476858905
2013-02-06,122.44999694824219,13.40999984741211,23.389999389648438,9.131245215627116
2013-02-07,125.3499984741211,13.5,23.299999237060547,9.285185072157118
2013-02-08,125.66999816894531,13.020000457763672,23.079999923706055,9.652073252732475
2013-02-11,125.52999877929688,12.9399995803833,21.68000030517578,9.700927577277286
2013-02-12,126.12000274658203,12.640000343322754,20.700000762939453,9.977848047544285
2013-02-13,126.68000030517578,12.979999542236328,21.0,9.759630568010794
2013-02-14,127.19000244140625,12.65999984741211,20.209999084472656,10.046603789446788
2013-02-15,130.4600067138672,12.460000038146973,22.59000015258789,10.470305482701182
2013-02-19,130.14999389648438,12.3100004196167,22.440000534057617,10.572704261576044
2013-02-20,124.47000122070312,14.680000305175781,24.969999313354492,8.478882740678028
2013-02-21,122.58000183105469,15.220000267028809,27.1299991607666,8.05387645732179
2013-02-22,125.37000274658203,14.170000076293945,24.579999923706055,8.847565424951755
2013-02-25,121.5,18.989999771118164,26.219999313354492,6.398104342517634
2013-02-26,122.91999816894531,16.8700008392334,25.899999618530273,7.286306582930259
2013-02-27,124.95999908447266,14.729999542236328,24.329999923706055,8.483367479148004
2013-02-28,126.86000061035156,15.510000228881836,23.610000610351562,8.179239119166493
2013-03-01,128.19000244140625,15.359999656677246,23.68000030517578,8.345703470486729
2013-03-04,128.64999389648438,14.010000228881836,24.280000686645508,9.182726038167393
2013-03-05,128.64999389648438,13.479999542236328,22.40999984741211,9.543768417305255
2013-03-06,126.62000274658203,13.529999732971191,22.520000457763672,9.358463063234389
2013-03-07,125.27999877929688,13.0600004196167,21.290000915527344,9.592648909193048
2013-03-08,124.45999908447266,12.59000015258789,20.799999237060547,9.885623318192712
2013-03-11,125.20999908447266,11.5600004196167,19.420000076293945,10.831314406528742
2013-03-12,128.66000366210938,12.270000457763672,18.770000457763672,10.485737478575361
2013-03-13,127.12999725341797,11.829999923706055,19.09000015258789,10.746407275849855
2013-03-14,128.9600067138672,11.300000190734863,18.360000610351562,11.412389782046601
2013-03-15,129.1199951171875,11.300000190734863,18.760000228881836,11.426548047588179
2013-03-18,126.16999816894531,13.359999656677246,19.450000762939453,9.4438623810807
2013-03-19,127.08000183105469,14.390000343322754,21.139999389648438,8.831132647611252
2013-03-20,123.7300033569336,12.670000076293945,19.579999923706055,9.765588209303736
2013-03-21,121.69000244140625,13.989999771118164,19.739999771118164,8.698356285368263
2013-03-22,122.18000030517578,13.569999694824219,19.110000610351562,9.003684823351682
2013-03-25,122.02999877929688,13.739999771118164,19.079999923706055,8.881368326934554
2013-03-26,122.47000122070312,12.770000457763672,17.809999465942383,9.590446110457737
2013-03-27,121.98999786376953,13.149999618530273,17.950000762939453,9.276806190311046
2013-03-28,122.93000030517578,12.699999809265137,18.190000534057617,9.679527728456629
2013-04-01,121.20999908447266,13.579999923706055,19.200000762939453,8.925625903199107
2013-04-02,122.83999633789062,12.779999732971191,19.329999923706055,9.611893498008067
2013-04-03,120.91999816894531,14.210000038146973,21.739999771118164,8.509500200164226
2013-04-04,120.79000091552734,13.890000343322754,21.84000015258789,8.696184156222422
2013-04-05,118.33999633789062,13.920000076293945,21.389999389648438,8.501436471931214
2013-04-08,119.20999908447266,13.1899995803833,21.010000228881836,9.037907723800581
2013-04-09,118.62999725341797,12.84000015258789,20.639999389648438,9.239096249504966
2013-04-10,118.33999633789062,12.359999656677246,20.549999237060547,9.574433626619056
2013-04-11,117.23999786376953,12.239999771118164,21.200000762939453,9.57843137713223
2013-04-12,117.83999633789062,12.0600004196167,22.59000015258789,9.771143634971441
2013-04-15,119.91999816894531,17.270000457763672,29.84000015258789,6.94383294674643
2013-04-16,124.0999984741211,13.960000038146973,27.31999969482422,8.88968468015806
2013-04-17,120.69999694824219,16.510000228881836,31.139999389648438,7.310720489094552
2013-04-18,121.27999877929688,17.559999465942383,28.530000686645508,6.906606063087839
2013-04-19,122.61000061035156,14.970000267028809,27.56999969482422,8.190380656197995
2013-04-22,120.5199966430664,14.390000343322754,25.06999969482422,8.37526016453433
2013-04-23,121.55999755859375,13.479999542236328,24.43000030517578,9.017804279422622
2013-04-24,119.83999633789062,13.609999656677246,23.260000228881836,8.805290180819037
2013-04-25,119.83000183105469,13.619999885559082,22.68000030517578,8.798091250948335
2013-04-26,118.86000061035156,13.609999656677246,22.510000228881836,8.733284614892497
2013-04-29,118.8499984741211,13.710000038146973,23.440000534057617,8.66885471505693
2013-04-30,119.05000305175781,13.520000457763672,24.56999969482422,8.805473300364795
2013-05-01,118.05000305175781,14.489999771118164,26.68000030517578,8.146998268906676
2013-05-02,117.94999694824219,13.59000015258789,24.489999771118164,8.679175542597873
2013-05-03,118.18000030517578,12.850000381469727,24.010000228881836,9.196886910260066
2013-05-06,116.93000030517578,12.65999984741211,25.15999984741211,9.236177070655968
2013-05-07,119.76000213623047,12.829999923706055,24.3799991607666,9.334372786312283
2013-05-08,117.3499984741211,12.65999984741211,22.639999389648438,9.269352281872987
2013-05-09,119.08000183105469,13.130000114440918,23.239999771118164,9.069306991100904
2013-05-10,117.97000122070312,12.59000015258789,22.829999923706055,9.37013501119412
2013-05-13,119.16000366210938,12.550000190734863,23.65999984741211,9.494820864630759
2013-05-14,116.16000366210938,12.770000457763672,24.1200008392334,9.096319459525825
2013-05-15,119.41000366210938,12.8100004196167,24.479999542236328,9.321623711990664
2013-05-16,121.22000122070312,13.069999694824219,24.389999389648438,9.274675137804847
2013-05-17,127.8499984741211,12.449999809265137,22.81999969482422,10.26907633998329
2013-05-20,117.66999816894531,13.020000457763672,23.440000534057617,9.037633950218495
2013-05-21,117.08000183105469,13.369999885559082,23.110000610351562,8.756918686103553
2013-05-22,117.16000366210938,13.819999694824219,24.450000762939453,8.477569193144586
2013-05-23,116.91999816894531,14.069999694824219,23.299999237060547,8.309879225651684
2013-05-24,118.16999816894531,13.989999771118164,22.56999969482422,8.446747684221046
2013-05-28,112.47000122070312,14.479999542236328,22.950000762939453,7.767265523223419
2013-05-29,116.19999694824219,14.829999923706055,24.040000915527344,7.835468479166621
2013-05-30,117.75,14.529999732971191,24.209999084472656,8.10392306703241
2013-05-31,119.51000213623047,16.299999237060547,24.40999984741211,7.331902314725645
2013-06-03,119.16000366210938,16.280000686645508,24.790000915527344,7.319410235643073
